sku,nombre,marca,notas
1003401,KIT SELLOS BARRA 30X40.5X10.5 YBR125 CRUX HJ125-7,MEK,
1003402,KIT SELLOS BARRA 30X42X10.5 PLATINA-CT100,MEK,
1004627,KIT SELLOS BARRA 32X43X10.5 FIRE125,MEK,
1004626,KIT SELLOS BARRA 35X48X11 TODOTERRENO CXT200,MEK,
1001443,KIT SELLOS BARRA INVERSA 37X50X11,MEK,
741540188490,KIT SELLOS DE MOTOR CGL125 VINI,VINI,
1004617-1,KIT TAPADERA LATERAL GN125 ROJO,MEK,
2000009,KIT TAPADERA LATERAL GN150 NEGRO,MEK,
1000905,KIT TAPONES TAPADERA CG125-150/CR1/FIRE125-150,MEK,
741540190769,KIT TIJERA AK 125/150TT,VINI,
741540190768,KIT TIJERA AK 125EVO,VINI,
741540190927,KIT TIJERA APACHE RTR 160/180,VINI,
741540190610,KIT TIJERA APACHE160 4V,VINI,
741540189730,KIT TIJERA CB110 VINI(FL),VINI,
741540190607,KIT TIJERA FZ16,VINI,
741540190606,KIT TIJERA FZ16 / FZ2.0-3.0,VINI,
741540190605,KIT TIJERA GIXXER 150,VINI,
741540188378,KIT TIJERA GN125 VINI (FL),VINI,
741540188377,KIT TIJERA HONDA E-STORM/CGL125 VINI(FL),VINI,
741540190604,KIT TIJERA HUNK160R,VINI,
741540189865,KIT TIJERA NAVI 110 VINI,VINI,
741540189039,KIT TIJERA PULSAR 180UG/220F220S VINI(FL),VINI,
741540190763,KIT TIJERA PULSAR160NS VINI,VINI,
741540190601,KIT TIJERA XR125-150 / NXR125 BROSS,VINI,
741540189040,KIT TIJERA XTZ125 VINI(FL),VINI,
741540190600,KIT TIJERA XTZ150,VINI,
741540188379,KIT TIJERA YAMAHA DT125 VINI(FL),VINI,
741540188380,KIT TIJERA YBR125 VINI(FL),VINI,
741540100310,KIT VALVULA  SANLG SL125-3C CUÑERO LARGO VINI,VINI,
741540188205,KIT VALVULA AK110S ACT110 WAVE,VINI,
741540190018,KIT VALVULA APACHE160 RTR 4V,VINI,
741540100544,KIT VALVULA BROSS 125 VINI,VINI,
741540188460,KIT VALVULA CB110-CB1-NAVI VINI,VINI,
741540189634,KIT VALVULA CB160,VINI,
741540105044,KIT VALVULA CBF125-UNICOR VINI (FL),VINI,
741540188206,KIT VALVULA CBZ-HUNK-XR150L / DAYUN 150,VINI,
741540189633,KIT VALVULA CRUXX 110 REV,VINI,
741540188207,KIT VALVULA FZ16,VINI,
741540188950,KIT VALVULA GIXXER 150 VINI(FL),VINI,
741540105066,KIT VALVULA GL 145 CUÑERO LARGO VINI,VINI,
741540190420,KIT VALVULA GN125H/GS125,VINI,
741540105023,KIT VALVULA GY200 /CB/DK200 VINII(FL),VINI,
741540100471,KIT VALVULA GY6 125,VINI,
741540100472,KIT VALVULA GY6 150,VINI,
741540189897,KIT VALVULA HUNK 200 VINI,VINI,
741540191273,KIT VALVULA IGNITOR 125,VINI,
741540189422,KIT VALVULA JH125-6,VINI,
741540189098,KIT VALVULA NAGA200-SERPENTO TORNADO 250 CUÑERO LARGO,VINI,
741540105054,KIT VALVULA PULSAR 135 VINI (FL),VINI,
741540189554,KIT VALVULA PULSAR 160NS,VINI,
741540100197,KIT VALVULA PULSAR 200-220 VINI,VINI,
741540190803,KIT VALVULA PULSAR180 / PULSAR 180UG,VINI,
741540100311,KIT VALVULA SANLG SL150 CUÑERO LARGO VINI,VINI,
741540100647,KIT VALVULA SG200GY-2-SPITZER200 CUÑERO CORTO,VINI,
741540100543,KIT VALVULA TORNADO 250,VINI,
741540190802,KIT VALVULA TTR180 / TTX180 / CR4-SPITZER250,VINI,
741540100203,KIT VALVULA TVS 160 APACHE,VINI,
741540100214,KIT VALVULA TVS 180 APACHE VINI (FL),VINI,
741540100449,KIT VALVULA XL 200-YARA200 / DRACO250,VINI,
741540190265,KIT VALVULA XR190L VINI,VINI,
741540189514,KIT VALVULA XTZ 150,VINI,
741540189675,KIT VALVULA YARA200 / FALCON250,VINI,
741540100507,KIT VALVULA YBR125 VINI,VINI,
1001477,KIT VALVULAS ADMISION Y ESCAPE CG125 MOTOS 125,MEK,
1002808,KIT VALVULAS ADMISION Y ESCAPE CG200 63MM YARA200,MEK,
1001479,KIT VALVULAS ADMISION Y ESCAPE CG200 67MM AKT200TT,MEK,
1001729,KIT VALVULAS ADMISION Y ESCAPE GN125,MEK,
1005330,KIT VALVULAS ADMISION Y ESCAPE MEK PRO CG200 YARA200,MEK,
741540100030,KIT VARILLA EMPUJE CG125-CG150-DEFENDER200 VINI (RC),VINI,
741540100031,KIT VARILLA EMPUJE CG200 VINI (RC),VINI,
LA1A-2807-22,LLANTA  AXUS 90-90-21 DOBLE PROPOSITO AX923 6PR TL  TUBULAR,AXUS,
1208016KT191L,LLANTA 120-80-16 CAMEL TL LISA DEPORTIVA,NRP,
1208017KT891L,LLANTA 120-80-17 CAMEL LISA DEPORTIVA TL,NRP,
30021KT994T,LLANTA 300-21 CAMEL TARUGO PEQUEÑO TL,NRP,
909021KT430T,LLANTA 90-90-21 CAMEL TL DOBLE PROPOSITO,NRP,
LA1A-1201-22,LLANTA AXUS 100-90-18 LISA AX827 6PR TL TUBULAR,AXUS,
LA1A-3501-22,LLANTA AXUS 110-70-17 LISA AX30F,AXUS,
LA1A-3502-22,LLANTA AXUS 110-80-17 LISA  AX30F 6PR TUBULAR,AXUS,
LA1A-2729-22,LLANTA AXUS 110-90-16 LISA P265 6PR TL TUBULAR,AXUS,
LA1A-2811-22,LLANTA AXUS 110-90-18 DOBLE  PROPOSITO AX923 6PR TL  TUBULAR,AXUS,
LA1A-0601-22,LLANTA AXUS 110-90-18 LISA AX4453 6PR TL TUBULAR,AXUS,
LA1C-3101-22,LLANTA AXUS 120-70-12 LISA AX044 58J,AXUS,
LA1C-3301-22,LLANTA AXUS 130-70-12 LISA AX4484 62J TL,AXUS,
LA1A-3341-12,LLANTA AXUS 130-70-17 LISA  AX298 4PR TL RADIAL,AXUS,
LA1B-1113-21,LLANTA AXUS 275-18 TARUGO PEQUEÑO AX270 48P TT,AXUS,
LA1A-0901-22,LLANTA AXUS 300-17LISA AX1155 6PR TL TUBULAR TL TUBULAR,AXUS,
LA1A-0902-22,LLANTA AXUS 300-18 LISA AX1155 6PR TL TUBULAR,AXUS,
LA1A-2809-22,LLANTA AXUS 410-18 DOBLE PROPOSITO AX923 6PR TL TUBULAR,AXUS,
LA1A-0702-22,LLANTA AXUS 90-90-18 LISA AX4418 DESPORTIVAS,AXUS,
LA1A-2812-22,LLANTA AXUS 90-90-19 DOBLE PROPOSITO AX923 6PR TL TUBULAR,AXUS,
741540190992,LLANTA VINI 100-90-18 VT2001 DOBLE PROPOSITO,VINI,
741540189924,LLANTA VINI 110-90-16 VT002 LISA CARRETERA,VINI,
741540190185,LLANTA VINI 110-90-16 VT2003 DOBLE PROPOSITO,VINI,
741540190534,LLANTA VINI 110-90-18 VT1009 DOBLE PROPOSITO,VINI,
741540189927,LLANTA VINI 110-90X16 TARUGO PEQUEÑO VT1003,VINI,
741540190994,LLANTA VINI 110-90X17 VT 2003,VINI,
741540189936,LLANTA VINI 120-80-17 VT 1004 LISA DEPORTIVA,VINI,
741540189929,LLANTA VINI 2.75X21 VT 1006 (FL),VINI,
741540189937,LLANTA VINI 275-17 VT 1007 LISA DEPORTIVA,AXUS,
741540189938,LLANTA VINI 275-18 VT1007 LISA DEPORTIVA,VINI,
741540190180,LLANTA VINI 350-10 VT2001 LISA DEPORTIVA,VINI,
741540190997,LLANTA VINI 460-17 VT2005 VINI TARUGO PEQUEÑO,VINI,
741540189935,LLANTA VINI 90-90-17 VT1004 P918 LISA DEPORTIVA,VINI,
1001515,LLAVIN IGNICIO CG125 XL 125 GXT200,MEK,
1000536,LLAVIN IGNICION CGL125 GY8 XL200 AKT200T,MEK,
1005494,LLAVIN IGNICION CR1 CR1S,MEK,
1003173,LLAVIN IGNICION FT125,MEK,
1004125,LLAVIN IGNICION GN125,MEK,
1000541,LLAVIN IGNICION GN125 HJ125 NAGA200,MEK,
1000539,LLAVIN IGNICION HONDA VMEN,MEK,
1006042,LLAVIN IGNICION PULSAR 135,MEK,
1000537,LLAVIN IGNICION PULSAR180 YARA200 TODOTERRENO FT180,MEK,
1002869,LLAVIN IGNICION YBR125,MEK,
1005946,LODERA DELANTERA AKT 200 TT,MEK,
741540100682,LODERA TRASERA GN125 METAL,VINI,
741540189676,LUZ H4 LED UNIVERSAL VINI,VINI,
741540190456,MAGNETO ROTOR CG125 VINI,VINI,
741540190455,MAGNETO ROTOR CG200,VINI,
1001990,MANECILLA CLUTCH  COMPLETA AMPOLLETA  CG125 - MG150,MEK,
741540163304,MANECILLA CLUTCH COMPLETA LH CGL125/YARA 200 VINI (FL),VINI,
741540100402,MANECILLA CLUTCH LH GN125,VINI,
741540188786,MANECILLA FRENO BM150-BOXER-CT100,VINI,
741540163204,MANECILLA FRENO COMPLETA RH CGL125,VINI,
741540188309,MANECILLA FRENO DISCO DAKAR 200 BOMBAS METALICAS MOTO CHINA VINI,VINI,
741540189649,MANECILLA FRENO PULSAR 160NS,VINI,
741540188062,MANECILLA FRENO PULSAR 200NS(FL),VINI,
741540100403,MANECILLA FRENO RH GN125 BOMBAS PLASTICAS MOTO CHINAS VINI,VINI,
741540187985,MANECILLA FRENO YBR125ED/G,VINI,
1000856,MANECILLA FRENOS COMPLETA CGL125,MEK,
1001614,MANECILLA FRENOS CR1,MEK,
741540189650,MANECILLA LH PULSAR 160NS,VINI,
741540100718,MANGOS SET XL-42 NORMAL (NEGRO) VINI(FL),VINI,
741540100801,MANGOS SET XL-49 HUELLA NEGRO,VINI,
741540190706,MANGUERA FRENO DISCO FZ16,VINI,
741540190705,MANGUERA FRENO DISCO GN125 (102CM LARGO),VINI,
741540190700,MANGUERA FRENO DISCO XR150L (128CM LARGO),VINI,
1004819,MANGUERA FRENO FRONTAL TODOTERRENO UNIVERSAL,MEK,
1004818,MANGUERA FRENOS CORTA TRASERA  UNIVERSAL,MEK,
741540190329,MANGUERA GASOLINA ROLLO (20.80 MTS),VINI,
741540160301,MANIFUL CG (RECTO) VINI (FL),VINI,
741540188706,MANIFUL CG-125 MODIFICADO VINI (FL),VINI,
741540188705,MANIFUL CG125/150 VINI (FL),VINI,
1001062,MANIFUL CHINO TODO TERRENO,MEK,
741540190360,MANIFUL DISCOVER 125ST VINI,VINI,
741540190167,MANIFUL GXT200 VINI,VINI,
741540188677,MANIFUL GY-125 VINI (FL),VINI,
741540188676,MANIFUL GY125 MODIFICADO VINI,VINI,
741540189664,MANIFUL PULSAR 180/220 VINI (FL),VINI,
741540190361,MANIFUL PULSAR 200NS,VINI,
741540160303,MANIFUL XL VINI (FL),VINI,
741540189857,MANIFUL XR125 VINI,VINI,
1001065,MANIFULD ADMISION CG125 CR1,MEK,
1002475,MANIFULD CARBURADOR YBR125-YAMAHA YBR,MEK,
1005852,MANUBRIO DECORADO NEGRO,MEK,
741540190786,MEMBRANA EMBOLO CARBURADOR AGILITY,VINI,
1005961,MONOSHOCK AKT TT200R,MEK,
741540189682,MONOSHOCK CRF230 VINI,VINI,
741540185015,MONOSHOCK DAKAR 200,VINI,
741540189221,MONOSHOCK DEFENDER 150  VINI (FL),VINI,
1005991,MONOSHOCK DEFENDER150,MEK,
741540188613,MONOSHOCK FREEDOM SPITZER VINI(FL),VINI,
741540190748,MONOSHOCK FZ16 VINI,VINI,
741540189159,MONOSHOCK NAGA 200 VINI,VINI,
741540100001,MONOSHOCK NXR-BROSS 125 VINI (FL),VINI,
741540100401,MONOSHOCK XR200,VINI,
741540190237,MONOSHOCK XTZ150 VINI,VINI,
741540189150,MONOSHOCK YARA200-NAGA200 VINI,VINI,
741540100641,MOTOR ARRANQUE APACHE 160-180 RTR VINI (FL),VINI,
1001286,MOTOR ARRANQUE CG200 11T / CR2,MEK,
SM011,MOTOR ARRANQUE CR1 150 / FIRE125 / CGL125 / V-MEN125 VOLT,NRP,
741540189902,MOTOR ARRANQUE CRUXX110REV,VINI,
SM006,MOTOR ARRANQUE DAWN125 / GLAMOUR125 / IGNITOR125 VOLT,NRP,
741540189658,"MOTOR ARRANQUE DRACO 250-FIRE 150, 10 DIENTES",VINI,
SM023,MOTOR ARRANQUE FZ16 / FZ3.0-2.0 / SZ150D VOLT,NRP,
741540188192,MOTOR ARRANQUE FZ16 VINI,VINI,
1004302,MOTOR ARRANQUE GN125/GXT200 MEK,MEK,
SM018,MOTOR ARRANQUE GSX 150 GIXXER VOLT,NRP,
741540100242,MOTOR ARRANQUE GY200/CG200/AK200SM-11 DIENTES,VINI,
741540189825,"MOTOR ARRANQUE HORNET CB160, CB190 INYECTADA",VINI,
741540188193,MOTOR ARRANQUE HUNK 150/INVICTA150,VINI,
SM029,MOTOR ARRANQUE MOTO CHINA 150-200 / FORZA 150 / NAGA 200 VOLT,NRP,
741540100644,MOTOR ARRANQUE PULSAR 135,VINI,
741540100640,MOTOR ARRANQUE PULSAR 180,VINI,
741540124003,MOTOR ARRANQUE SANLG SL125-3C,VINI,
SM010,MOTOR ARRANQUE XL200 / MOTO CHINA200 / YARA200,NRP,
741540100452,MOTOR ARRANQUE XL200/YARA200,VINI,
741540100643,MOTOR ARRANQUE YBR125,VINI,
1002549,MOTOR DE ARRANQUE GY6 SCOOTER AUTOMATICA,MEK,
LB1A-0040-10,NEUMATICO AXUS 110-90-16,AXUS,
LB1A-0030-10,NEUMATICO AXUS 110/90-17,AXUS,
LB1A-0001-10,NEUMATICO AXUS 120-80-18 - 460-18,AXUS,
LB1A-0012-10,NEUMATICO AXUS 275-17,AXUS,
LB1A-0013-10,NEUMATICO AXUS 275-18,AXUS,
LB1A-0014-10,NEUMATICO AXUS 275-21,AXUS,
LB1A-0019-10,NEUMATICO AXUS 410-18,AXUS,
LB1A-0041-10,NEUMATICO AXUS 90-90-19,AXUS,
1001190,PALANCA CLUCHT CG/FIRE/HJ MEK,MEK,
741540188667,PALANCA CLUTCH CG-125 VINI(RC),VINI,
741540190480,PALANCA CLUTCH CG250,VINI,
741540190363,PALANCA COMPLETA CLUTCH CG200 / CG125,VINI,
1005520,PAR DE VIAS CR1 MEK,MEK,
1006095,PAR ESPEJOS  RETROVISORES PESA  MANUBRIO TRIANGULAR  ROJO UNIVERSAL,MEK,
1006096,PAR ESPEJOS RETROVISORES PESA MANUBRIO TRIANGULAR AMARILLO UNIVERSAL,MEK,
1003616,PAR PORTA FOCOS/VIAS CROMADO CG125-150/GENESIS SX1 200,MEK,
1005525,PAR TOLVAS LATERALES   Z CR1 CR1S,MEK,
1005180,PAR TOLVAS LATERALES AZUL CG125-150,MEK,
1004103,PAR TOLVAS LATERALES NEGRO CG125-150,MEK,
1003382,PAR TOLVAS LATERALES ROJO  YBR125,MEK,
1005986,PASTILLA DE FRENO CBF 125,MEK,
741540188775,PASTILLA FRENO APACHE NEW 2017 VINI(FL),VINI,
741540188984,PASTILLA FRENO CB160/190R/GLH125/SHADOW VINI//(FL),VINI,
741540188258,PASTILLA FRENO CBF150 INVICTA VINI(FL),VINI,
741540188997,PASTILLA FRENO CBR250R/VENOX 250 VINI (FL),VINI,
741540188799,PASTILLA FRENO CG125/AX100XWH-125 SIN GANCHO,VINI,
741540188926,PASTILLA FRENO CRB250R / CR4 8MM / CYCLONE150,VINI,
741540188488,PASTILLA FRENO CYCLONE 150 VINI(FL),VINI,
741540100366,PASTILLA FRENO DEL GN125H VINI (FL),VINI,
741540100370,"PASTILLA FRENO DEL PULSAR 180,   DISCOVERY 125",VINI,
741540100367,PASTILLA FRENO DEL YUMBO DK VINI (FL),VINI,
BP007,PASTILLA FRENO DISCOVER125-135-150/PULSAR125-135-150-160-180/PULSAR200-200NS/PULSAR220/FZ16,NRP,
741540100369,PASTILLA FRENO DR DEL VINI (FL),VINI,
741540190538,PASTILLA FRENO DSR200/XTREET 230-HYPER 250,VINI,
741540188994,PASTILLA FRENO DT175 VINI(FL),MOTUL,
741540188981,PASTILLA FRENO EX 250F TRASERA,VINI,
1003503,PASTILLA FRENO GXT 200 UM200,MEK,
741540188990,PASTILLA FRENO HUNCK 150- ZMR230 / UNICOR (DELANTERAS),VINI,
BP024,PASTILLA FRENO HUNK160R-190R / CB150 INVICTA / CB 160R HORNET / GIXXER 150,NRP,
741540188999,PASTILLA FRENO JH125-16/DR200P/NITROX 150,VINI,
741540188260,PASTILLA FRENO JH150E / BENELLI / KEEWAY / XTREET-R2 (250) VINI (FL),VINI,
BP041,PASTILLA FRENO MOTO CHINA 200 / YARA 200,NRP,
741540188983,PASTILLA FRENO MOTO CHINA 200 TRASERA,VINI,
BP039,PASTILLA FRENO MOTO CHINA 200/DSR200,NRP,
BP042,PASTILLA FRENO MOTO CHINA 250 / TORNADO 250,NRP,
BP032,PASTILLA FRENO MT 03 / YZF R3,NRP,
BP033,PASTILLA FRENO MT 03 / YZF R3 (TRASERAS),NRP,
741540188800,PASTILLA FRENO NX150/200/XR200 VINI(FL),VINI,
741540190173,PASTILLA FRENO PULSAR 160 VINI,VINI,
741540188985,PASTILLA FRENO RENEGADA TRAS.,VINI,
741540188993,PASTILLA FRENO RX115S,VINI,
741540188262,PASTILLA FRENO SC125 ELITE,VINI,
741540188996,PASTILLA FRENO SC125ELITE/V-MEN125,VINI,
741540189576,PASTILLA FRENO SERPENTO TORNADO 250 VINI(FL),VINI,
741540188259,PASTILLA FRENO SPITZER/VOPER150/RT200,VINI,
741540188986,PASTILLA FRENO SZ 150D,VINI,
741540188798,PASTILLA FRENO TB-110,VINI,
741540190537,PASTILLA FRENO TNT 150-180S,VINI,
741540100890,PASTILLA FRENO TRAS PULSAR 200NS VINI(FL),VINI,
DB1A-0017-10,PASTILLA FRENO TRASERA MEK PRO HUNK150,MEK,
741540100658,PASTILLA FRENO UNIVERSAL 181A VINI CBF-HUNK DELANTERA STUNNER(FL),VINI,
741540100636,PASTILLA FRENO UNIVERSAL F059,VINI,
741540100637,PASTILLA FRENO UNIVERSAL F130,VINI,
741540100656,PASTILLA FRENO UNIVERSAL F174-SPITZER,VINI,
741540100639,PASTILLA FRENO UNIVERSAL F511 (95.5X37.2X8.5) YBR NEW VINI (FL),VINI,
741540188998,PASTILLA FRENO XL200 XR125/150L XR250 TORNADO VINI(FL),VINI,
741540188263,PASTILLA FRENO YBR125ED VINI(FL),VINI,
741540100368,PASTILLA FRENO YUMBO DK TRAS VINI (FL),VINI,
741540188995,PASTILLA FRENO YZFR-15 TRASERA HUNK / KATANA R1,VINI,
1003416,PASTILLA TRASERA XY200ST,MEK,
BP038,"PASTILLAS DE FRENO AKT 125, AKT 125-150 TT, MOTO CHINA 125-150",NRP,
BP025,PASTILLAS DE FRENO MOTO CHINA 125 - 250 / FZ (TRAS.),NRP,
1000325,PASTILLAS DE FRENO PULSAR 135,MEK,
BP040,"PASTILLAS DE FRENO, ASPID 125, NAGA 150, DURAMAX 140",NRP,
BP001,"PASTILLAS DE FRENO, FIRE 125, FIRE 150, FORZA 150, GN 125F",MOTUL,
1003508,PASTILLAS FRENO GN125 HJ125-7 FIRE125-150,MEK,
1001579,PATA ARRANQUE  CGL/CG125 UNIVERSAL,MEK,
741540189877,PATA ARRANQUE BM150,VINI,
741540188781,PATA ARRANQUE BOXER CT100 / PLATINA,VINI,
1003041,PATA ARRANQUE BROSS TODO TERRENO,MEK,
1002423,PATA ARRANQUE COBRAS6 FIRE HJ125-7,MEK,
741540189128,PATA ARRANQUE FORZA150,VINI,
741540100753,PATA ARRANQUE RECTA LF150-11 VINI(FL),VINI,
741540181422,PATA ARRANQUE RENEGADO VINI,VINI,
1001628,PATA ARRANQUE TIPO S  FT150,MEK,
741540181424,PATA ARRANQUE VINI DT 18G (FL),VINI,
741540189129,PATA ARRANQUE YARA 200,VINI,
741540190136,PATA FRENO APACHE RTR 160-180,VINI,
741540189125,PATA FRENO FORZA 150 VINI,VINI,
741540188655,PATA FRENO GN125H VINI,VINI,
1003146,PATA FRENO YBR 125,MEK,
741540189167,PATA PARQUEO NAGA200,VINI,
741540188649,PATA PARQUEO UNI. MEDIANA JH-70,VINI,
741540189127,PATA VELOCIDAD ARTICULADA NAGA 200 VINI,VINI,
1000226,PATA VELOCIDAD DOBLE CG125-CG150 FIRE125-150,MEK,
1003212,PATA VELOCIDAD DOBLE YBR125,MEK,
741540189123,PATA VELOCIDAD FIRE125 VINI,VINI,
1006388,PATA VELOCIDAD PULSAR200NS ARTICULADA,MEK,
741540100408,PATA VELOCIDAD SL150-9 VINI,VINI,
741540181708,PATA VELOCIDAD VINI  XL125-185 TT / CR1 (FL),VINI,
741540181720,PATA VELOCIDAD VINI AX100 (FL),VINI,
741540181717,PATA VELOCIDAD VINI CGL125 (FL) UNIVERSAL,VINI,
741540181709,PATA VELOCIDAD VINI DT125K (18G) (FL),VINI,
741540181704,PATA VELOCIDAD VINI YBR125 (CHINESE) (FL),VINI,
1005415-1,PECHERA PROTECTORA MOTOR PICAHIELO NEGRO UNIVERSAL,MEK,
1005415-2,PECHERA PROTECTORA MOTOR PICAHIELO ROJO  UNIVERSAL,MEK,
1001191,PEDAL CAMBIOS HJ125-7 NAGA,MEK,
1003151,PEDAL FRENO TRASERO  HJ125-7,MEK,
741540100066,PIDE VIA RF -142 SET (TVS),VINI,
741540100061,PIDE VIA RF-006 SET (CGL) VINI (FL),VINI,
741540100060,PIDE VIA RF-013 SET (YBR-125) VINI (FL),VINI,
741540100062,PIDE VIA RF-018 SET (AX100) VINI (FL),VINI,
741540100063,PIDE VIA RF-113 SET (GN125) VINI (FL),VINI,
741540100064,PIDE VIA RF-139 SET BL (BAJAJ 135) VINI (FL),VINI,
741540100065,PIDE VIA RF-140 SET AM (BAJAJ 135) VINI (FL),VINI,
741540100067,PIDE VIA RF-151 SET (HJ150) VINI (FL),VINI,
741540100413,PIDE VIA RF-217 SET VINI LED CORTA,VINI,
741540100071,PIDE VIA RF-218 SET VINI LED LARGA (FL),VINI,
741540190227,PIDE VIA SET CBF125-INVICTA-CBR150-HUNK150-GLAMOUR,VINI,
741540189560,PIDE VIA SET FIRE 150,VINI,
741540187955,PIDE VIA SET FZ16 VINI(FL),VINI,
741540189434,PIDE VIA SET NAVI 110 VINI(FL),VINI,
741540100330,PIDE VIA SET NXR-125 VINI (FL),VINI,
741540189017,PIDE VIA SET PULSAR 200NS,VINI,
741540188109,PIDE VIA SET XR150L VINI(FL),VINI,
FS006,PIÑON 13T APACHE RTR 160,NRP,
FS002,PIÑON 13T XR 250 TORNADO,NRP,
FS015,PIÑON 14T APACHE RTR 180 / YBR 125 / XTZ 125,NRP,
FS011,PIÑON 14T BOXER 100S-125-150 / DISCOVER 125-150 / PULSAR 125NS,NRP,
FS046,PIÑON 14T CMX 250C REBEL,NRP,
FS013,PIÑON 14T CR1 150 / CR2 210 / MOTO CHINA 125-150-200,NRP,
FS009,PIÑON 14T EN 125 / GN 125H,NRP,
FS036,PIÑON 14T EX 250F NINJA,NRP,
FS007,PIÑON 14T FZ16 / FZS 2.0-3.0 / YD 110S CRUX (PASO 428) / YZF R15,NRP,
FS008,PIÑON 14T HJ150/CG125/CG125 TITAN/XL 125-185/MOTO CHINA 125-150/AX100,NRP,
FS012,PIÑON 14T PULSAR 180 / PULSAR 200NS / PULSAR 220S,NRP,
FS017,PIÑON 14T SMX 200,NRP,
FS038,PIÑON 14T YD 110 CRUX REV (PASO 420),NRP,
FS043,PIÑON 14T YD 110S CRUX (PASO 420),NRP,
FS023,PIÑON 15T BOXER 125 / PULSAR 135,NRP,
FS045,PIÑON 15T FIRE 125 / HJ 125-7 / MOTO CHINA 125,NRP,
FS010,PIÑON 15T FIRE 150 / MOTO CHINA 150,NRP,
FS041,PIÑON 15T FZN 250 (FZ 25),NRP,
FS029,PIÑON 15T GN 125F,NRP,
FS035,PIÑON 15T GXT 200 / MOTO CHINA 200,NRP,
FS020,PIÑON 15T PULSAR 150 - 180 / GSX 150 GIXXER / RX 115,NRP,
FS014,PIÑON 15T TT 200 / MOTO CHINA 200,NRP,
FS024,PIÑON 15T V-MEN125 / CB 160F HORNET / XBLADE 160,NRP,
FS026,PIÑON 16T DT 175,NRP,
FS028,PIÑON 16T FXR 200L / XR 125L (CADENILLA) / XR 190L /,NRP,
FS031,PIÑON 16T NAGA 200 / MOTO CHINA 100-125-150-200,NRP,
FS032,PIÑON 17T MOTO CHINA 125-150-200,NRP,
FS027,PIÑON 17T NXR 125 BROSS / XR 125L-150L,NRP,
1000866,PIÑON ATAQUE 14T CG125,MEK,
741540189263,PIÑON ATAQUE 15T AK200TT/FORZA150/NAGA200 VINI(FL),VINI,
1003263,PIÑON ATAQUE 15T COBRA BOA NXR125-INVICTA,MEK,
741540189455,PIÑON ATAQUE 17T YARA 200 VINI(FL),VINI,
1000381,PIÑON ATAQUE 520H-13T  CR4 XL200/ FALCON 250/  HUNK 200,MEK,
741540188304,PIÑON ATAQUE BOXER 14T VINI(FL),VINI,
741540188305,PIÑON ATAQUE CB1 125 /CB110 TWISTER VINI(FL),VINI,
741540190914,PIÑON ATAQUE CB160 HORNET / HUNK 160 / UNIRCORN X-BLADE 16T (428),VINI,
741540188306,PIÑON ATAQUE CRF230F 13T  PASO 520 VINI(FL),VINI,
741540189962,PIÑON ATAQUE CRUXX100REV,VINI,
741540178006,PIÑON ATAQUE DT 15T,VINI,
741540188489,PIÑON ATAQUE FZ16 14T VINI(FL),VINI,
741540100765,PIÑON ATAQUE GN125/EN125 14T,VINI,
741540100414,PIÑON ATAQUE NXR 150 15T CBF160 VINI(FL),VINI,
741540100415,PIÑON ATAQUE NXR150 BROSS 17T VINI (FL),VINI,
741540188308,PIÑON ATAQUE PULSAR 180 (520) 15T,VINI,
741540189861,PIÑON ATAQUE SZ150,VINI,
741540178001,PIÑON ATAQUE XL 13T VINI,VINI,
741540178002,PIÑON ATAQUE XL 14T HUNK VINI (FL),VINI,
741540178003,PIÑON ATAQUE XL 15T YARA 200 VINI (FL),VINI,
741540178004,PIÑON ATAQUE XL 16T VINI (FL),VINI,
741540190915,PIÑON ATAQUE XR150L / HUNK150 14T-428,VINI,
741540178007,PIÑON ATAQUE YBR 14T VINI (FL),VINI,
741540178008,PIÑON ATAQUE YBR 15T VINI (FL),VINI,
1001710,PIÑON BALINERA  CG150-CG125 CGL125 CR1,MEK,
1001187,PIÑON BALINERA CG200/250 NAGA200 AKT200TT YARA200,MEK,
HN012V,PITO 12V UNIVERSAL,NRP,
741540100404,PITO 12V VINI (RC),VINI,
1000163,PITO CROMADO GRANDE MEK,MEK,
1001582,PITO PLATO PEQ 12V UNIVERSAL,MOTUL,
741540189051,PLANTA AK 200SM VINI(FL),VINI,
741540190334,PLANTA APACHE 160 4V VINI,VINI,
741540188560,PLANTA APACHE RTR 160-180 VINI(FL),VINI,
SC021,PLANTA AX100 VOLT NRP,NRP,
741540189915,PLANTA BM150 VINI,VINI,
741540189827,PLANTA CB110 VINI(FL),VINI,
741540190255,PLANTA CB190R VINI,VINI,
SC008,PLANTA CBF110-DREAM NEO 110 VOLT NRP,NRP,
741540189635,PLANTA CBF160F-HUNK-HORNET160 12 NUCLEOS VINI(FL),VINI,
741540188662,PLANTA CG125 7.5MM VINI,VINI,
741540100326,PLANTA CGL125 4 BOBINAS VINI(FL),VINI,
741540189632,PLANTA CRUXX 110 REV VINI(FL),VINI,
741540122211,PLANTA DAKAR 200 (BAJA),VINI,
741540189112,PLANTA DAKAR 200 2 AGUJEROS VINI(FL),VINI,
SC007,PLANTA DAWN150-ECO150-CBF125 STUNNER VOLT NRP,NRP,
741540189626,PLANTA DEKER 200 VINI(FL),VINI,
741540188808,PLANTA DISCOVER 125 ST VINI(FL),VINI,
741540189685,PLANTA DURAMAX VINI,VINI,
